gene_id	HER2.1	HER2.2	HER2.3	NBS1	NBS2	NBS3	Non.TNBC1	Non.TNBC2	Non.TNBC3	TNBC1	TNBC2	TNBC3
ENSG00000020181	159	88	93	890	1678	2300	374	319	453	104	55	161
ENSG00000020219	2	0	0	0	0	1	4	0	2	8	1	9
ENSG00000020256	71	325	65	98	123	154	212	127	133	112	23	87
ENSG00000020426	76	145	118	146	112	160	249	75	118	129	16	106
ENSG00000020577	167	146	148	592	1859	2278	93	70	87	102	27	124
ENSG00000020633	84	46	61	162	311	691	45	30	30	49	8	30
ENSG00000020922	263	450	439	255	301	349	392	242	288	177	46	151
ENSG00000021300	43	86	31	560	205	241	184	47	39	81	59	110
ENSG00000021355	253	114	280	1409	1025	1017	1175	193	245	251	48	281
ENSG00000021461	1	1	2	1	0	0	2	3	3	10	0	15
ENSG00000021488	0	4	0	9	4	5	11	9	10	15	2	8
ENSG00000021574	206	335	235	161	276	422	648	227	338	333	104	257
ENSG00000021645	42	22	20	69	80	90	40	20	19	37	1	63
ENSG00000021762	43	51	31	381	542	476	108	102	56	65	34	58
ENSG00000021776	561	731	567	592	583	867	995	544	587	391	54	337
ENSG00000021826	37	3	7	82	112	101	35	14	23	24	35	55
ENSG00000021852	1	0	0	9	5	0	2	4	1	7	0	29
ENSG00000022267	115	91	73	933	1654	2356	154	98	139	137	26	152
ENSG00000022277	206	234	242	847	524	615	1501	363	439	317	96	245
ENSG00000022355	0	0	1	3	0	0	4	8	9	14	1	30
ENSG00000022556	29	603	298	76	124	94	628	408	182	210	169	183
ENSG00000022567	85	566	87	166	263	408	141	83	74	230	37	83
ENSG00000022840	440	495	380	2785	2530	3873	1294	539	900	482	114	345
ENSG00000022976	43	42	41	169	156	139	120	50	60	75	30	57
ENSG00000023041	251	425	310	426	470	471	593	161	240	157	60	222
ENSG00000023171	104	39	60	43	45	135	65	34	47	127	10	97
ENSG00000023191	196	257	212	1929	1436	1649	550	282	327	261	189	191
ENSG00000023228	716	1334	629	881	785	874	3032	1351	966	882	190	780
ENSG00000023287	620	1815	430	714	1553	2137	636	673	498	454	142	488
ENSG00000023318	308	417	387	968	967	1088	278	249	266	393	74	192
ENSG00000023330	140	288	371	1098	666	899	418	300	196	357	73	240
ENSG00000023445	796	1056	804	1721	20180	10073	897	105	238	769	60	394
ENSG00000023516	1032	1023	1043	343	727	897	1506	691	670	708	156	709
ENSG00000023572	97	268	119	99	139	147	623	241	336	243	77	232
ENSG00000023608	22	22	29	45	94	151	51	15	32	33	9	30
ENSG00000023697	85	118	123	256	180	182	177	123	102	220	13	114
ENSG00000023734	373	845	497	2830	2211	2536	964	511	454	743	95	502
ENSG00000023839	18	15	32	8	15	23	16	18	17	28	4	119
ENSG00000023892	120	119	121	175	120	151	271	48	80	217	36	65
ENSG00000023902	156	152	177	470	627	615	248	155	149	183	60	165
ENSG00000023909	75	229	117	350	264	547	417	233	244	354	59	195
ENSG00000024048	712	1429	865	504	597	779	1415	628	705	1241	166	504
ENSG00000024422	95	28	59	637	1362	1922	144	181	163	89	41	100
ENSG00000024526	141	423	149	5	25	3	178	70	92	359	46	70
ENSG00000024862	52	91	55	229	138	195	476	72	128	71	35	63
ENSG00000025039	83	115	129	252	329	490	193	127	140	226	118	96
ENSG00000025156	94	184	107	222	330	372	112	79	109	73	25	101
ENSG00000025293	405	369	370	496	828	1457	709	453	617	348	113	452
ENSG00000025423	18	25	9	16	20	4	65	32	43	37	21	87
ENSG00000025434	123	80	266	416	428	256	337	70	104	175	36	76
ENSG00000025708	249	249	444	725	543	303	1109	147	173	490	137	185
ENSG00000025770	101	170	139	519	474	393	489	144	175	261	58	72
ENSG00000025772	84	182	72	707	567	637	259	75	112	117	50	40
ENSG00000025796	638	1306	1004	1838	1601	2706	807	563	585	945	339	751
ENSG00000025800	440	1101	523	583	1169	1499	978	521	503	656	86	340
ENSG00000026025	3259	7037	2758	23212	24339	30560	2716	1829	2263	1407	1349	2134
ENSG00000026036	17	9	16	25	29	17	18	11	19	22	3	14
ENSG00000026103	354	971	319	560	967	733	596	108	190	430	21	203
ENSG00000026297	198	121	143	208	168	127	448	216	142	113	60	209
ENSG00000026508	1972	2608	3616	6243	6576	12609	4773	1294	2559	1321	701	996
ENSG00000026559	53	306	8	33	53	73	6	4	15	66	23	16
ENSG00000026652	140	64	71	101	262	272	82	68	81	65	52	113
ENSG00000026751	214	436	739	16	52	52	218	38	92	187	11	116
ENSG00000026950	352	364	421	286	665	555	474	199	312	687	67	330
ENSG00000027001	144	134	226	295	210	178	380	248	200	91	35	74
ENSG00000027075	415	157	415	475	881	992	269	99	221	264	30	229
ENSG00000027644	5	0	4	10	28	16	11	14	14	34	1	31
ENSG00000027697	498	934	481	1633	2490	2278	1668	293	481	554	287	680
ENSG00000027847	61	34	63	150	123	96	109	103	72	84	28	65
ENSG00000027869	35	13	22	39	20	14	17	9	21	28	11	22
ENSG00000028116	220	317	300	255	326	356	593	158	210	336	57	207
ENSG00000028137	244	138	202	248	923	831	532	130	237	331	87	217
ENSG00000028203	470	519	429	796	1181	1375	1181	382	499	357	100	522
ENSG00000028277	59	33	88	382	38	66	51	56	37	67	14	52
ENSG00000028310	262	225	141	270	395	306	120	179	96	141	41	131
ENSG00000028528	911	765	426	1573	1621	1940	657	560	572	469	97	460
ENSG00000028839	41	124	81	235	155	236	126	38	62	85	24	60
ENSG00000029153	103	213	143	194	459	312	190	78	105	262	83	195
ENSG00000029363	1017	1578	1451	1066	1509	1867	1705	1034	949	823	224	727
ENSG00000029364	579	663	742	1330	1513	1532	1772	772	1028	595	183	622
ENSG00000029534	13	5	13	2	90	17	17	30	29	35	0	70
ENSG00000029559	3	10	2	1	0	0	92	20	6	15	1	20
ENSG00000029639	65	176	84	50	51	49	235	69	79	55	20	58
ENSG00000029725	526	907	570	995	1066	1832	3918	1724	1357	411	149	557
ENSG00000029993	354	878	785	733	170	445	2957	455	348	439	174	1240
ENSG00000030066	406	834	490	526	850	1035	1146	322	440	842	175	221
ENSG00000030110	58	133	73	189	201	184	306	67	62	199	45	86
ENSG00000030304	5	3	5	2	1	3	10	9	3	17	1	21
ENSG00000030419	398	100	451	39	62	82	649	120	224	367	40	227
ENSG00000030582	733	586	872	1796	1584	1528	1859	712	652	756	232	355
ENSG00000031003	333	320	383	532	687	923	421	355	429	275	60	295
ENSG00000031081	337	335	329	313	917	1789	455	208	240	234	87	223
ENSG00000031691	42	87	35	13	22	32	187	28	32	90	13	25
ENSG00000031698	284	407	296	2470	2495	2888	1002	408	389	521	169	321
ENSG00000031823	165	213	189	441	496	544	586	532	389	197	80	125
ENSG00000032219	328	255	313	282	592	720	645	211	267	285	49	320
ENSG00000032389	93	143	178	181	130	74	142	74	86	124	26	54
ENSG00000032444	111	157	229	361	346	300	286	355	265	218	79	93
ENSG00000032742	131	142	89	201	133	214	220	127	150	91	29	107
ENSG00000033011	107	161	131	167	127	119	438	296	232	150	73	150
ENSG00000033030	111	232	128	318	541	439	154	136	250	212	30	127
ENSG00000033050	34	128	38	152	175	221	23	43	41	51	5	30
ENSG00000033100	216	551	333	594	534	639	352	289	241	305	91	213
ENSG00000033122	18	16	18	6	14	10	7	9	10	38	4	67
ENSG00000033170	342	384	408	345	467	575	599	229	360	158	47	283
ENSG00000033178	668	1079	1036	509	1181	988	1234	677	675	796	176	453
ENSG00000033327	225	111	125	482	1178	1351	457	111	165	90	58	154
ENSG00000033627	282	278	222	994	1003	1106	741	389	417	454	51	335
ENSG00000033800	498	534	569	499	790	1544	515	296	381	304	47	313
ENSG00000033867	685	1359	682	834	1871	2842	1257	377	504	278	166	377
ENSG00000034053	40	104	27	60	120	94	22	24	21	79	16	67
ENSG00000034152	108	143	393	3002	4830	7048	108	99	73	96	21	131
ENSG00000034239	4	4	1	58	18	52	5	2	7	10	0	4
ENSG00000034510	1648	1346	2147	9773	7226	6388	5786	1799	1813	1643	881	2885
ENSG00000034533	56	126	101	84	79	116	128	65	75	77	21	60
ENSG00000034677	1931	7142	909	1398	2790	2621	1749	505	707	1071	152	1146
ENSG00000034693	64	148	87	124	94	165	418	93	135	63	26	68
ENSG00000034713	203	372	649	971	995	909	530	250	218	277	119	251
ENSG00000034971	0	0	2	18	31	21	3	1	3	11	0	11
ENSG00000035115	222	371	248	1246	1294	868	407	445	548	400	82	279
ENSG00000035141	131	206	303	268	263	213	526	123	125	316	60	81
ENSG00000035403	1031	1229	940	2547	6514	5798	2939	940	718	1578	208	1151
ENSG00000035499	44	116	63	18	29	16	147	20	19	103	10	27
ENSG00000035664	34	112	55	154	365	205	180	58	56	154	20	110
ENSG00000035681	231	471	163	543	686	664	230	103	130	293	63	162
ENSG00000035687	438	986	403	432	656	696	1839	400	381	838	251	555
ENSG00000035720	23	5	24	5	3	5	12	2	7	14	3	20
ENSG00000035862	870	619	605	2454	3946	10644	998	1146	1435	890	505	1535
ENSG00000035928	487	655	401	511	678	858	715	575	634	633	107	318
ENSG00000036054	342	412	442	511	922	878	740	320	328	462	89	292
ENSG00000036257	526	763	483	1732	988	1538	481	568	426	337	47	271
ENSG00000036448	2	0	3	39	33	34	19	31	25	23	2	47
ENSG00000036473	0	0	0	0	1	0	1	2	0	0	0	3
ENSG00000036530	5	4	3	18	43	32	10	17	10	17	2	34
ENSG00000036549	376	941	523	525	778	922	443	371	422	724	74	223
ENSG00000036565	3	1	0	1	0	0	5	5	5	11	1	23
ENSG00000036672	7	4	5	193	151	330	25	6	10	27	6	15
ENSG00000036828	2	0	1	0	0	0	13	9	9	24	2	35
ENSG00000037042	16	51	22	284	217	250	152	54	71	50	16	34
ENSG00000037241	34	69	58	186	123	90	103	84	77	58	24	48
ENSG00000037280	61	41	24	179	322	372	59	103	89	93	18	65
ENSG00000037474	728	843	481	792	869	1138	1146	858	594	626	224	501
ENSG00000037637	209	323	287	280	419	526	397	190	202	172	64	147
ENSG00000037749	236	247	406	202	299	706	660	344	405	231	54	255
ENSG00000037757	55	320	53	347	384	227	333	159	168	201	43	93
ENSG00000037897	26	71	37	123	181	188	180	85	51	41	12	25
ENSG00000037965	8	17	10	29	14	29	50	40	40	37	9	56
ENSG00000038002	62	238	80	380	251	213	181	179	128	138	37	95
ENSG00000038210	286	327	259	177	242	214	434	220	257	372	50	185
ENSG00000038219	800	795	626	387	600	998	613	935	861	549	124	515
ENSG00000038274	246	282	376	445	530	655	485	275	345	420	68	377
ENSG00000038295	41	9	35	44	176	211	73	26	37	29	7	104
ENSG00000038358	153	251	149	347	487	443	426	173	137	325	47	114
ENSG00000038382	1917	1980	1163	1066	2404	2686	1427	1618	1081	789	376	977
ENSG00000038427	4062	2767	3124	446	2935	3594	2964	3416	4210	1126	656	4295
ENSG00000038532	175	243	164	276	433	481	233	230	156	204	77	293
ENSG00000038945	465	287	737	38	72	50	2341	385	393	558	314	694
ENSG00000039068	2882	3804	1962	4648	7761	10749	4508	4088	3138	2573	328	1486
ENSG00000039123	435	597	594	984	1395	2048	1065	605	751	561	147	474
ENSG00000039139	236	6	174	374	211	172	294	473	200	43	9	263
ENSG00000039319	741	648	801	393	763	1178	477	644	722	394	79	365
ENSG00000039523	154	218	107	893	1266	1594	167	107	141	140	27	87
ENSG00000039537	3	21	4	10	4	5	34	8	9	12	1	33
ENSG00000039560	327	458	193	387	828	1089	294	176	172	217	154	400
ENSG00000039600	3	0	1	3	1	8	6	2	4	5	4	7
ENSG00000039650	111	105	86	659	503	392	173	355	267	180	46	81
ENSG00000039987	2	1	0	8	0	1	2	4	2	5	0	6
ENSG00000040199	189	553	261	271	427	751	451	411	271	305	76	272
ENSG00000040275	76	163	167	63	77	86	131	76	85	171	41	143
ENSG00000040341	221	232	277	295	321	395	675	441	345	277	98	538
ENSG00000040487	27	17	24	85	82	99	98	32	34	34	7	16
ENSG00000040531	103	124	94	262	298	221	391	101	91	97	39	70
ENSG00000040608	16	18	9	21	62	64	26	13	6	28	12	10
ENSG00000040633	96	174	122	624	686	827	271	159	163	111	61	104
ENSG00000040731	0	0	12	0	0	0	4	6	3	5	2	20
ENSG00000040933	424	609	605	233	343	394	424	246	317	304	64	365
ENSG00000041353	818	65	750	514	383	446	461	678	720	63	39	456
ENSG00000041357	420	513	846	727	719	610	892	446	535	814	198	462
ENSG00000041515	10	1	4	3	1	8	10	7	7	25	0	25
ENSG00000041802	196	505	234	636	566	1000	1359	321	335	392	64	260
ENSG00000041880	26	76	47	409	391	308	113	71	68	64	19	53
ENSG00000041982	1513	1241	1271	3422	9331	6972	2723	326	628	1832	790	1303
ENSG00000041988	52	55	57	247	275	243	169	148	121	64	37	43
ENSG00000042062	87	28	45	60	85	154	67	52	56	51	2	91
ENSG00000042088	127	196	166	166	186	180	195	83	85	204	50	99
ENSG00000042286	43	37	40	110	113	145	446	197	94	149	33	141
ENSG00000042304	0	0	0	0	0	0	1	11	1	1	0	6
ENSG00000042317	63	59	57	138	155	152	110	58	64	50	22	44
ENSG00000042429	52	90	89	96	95	93	73	31	39	45	14	54
ENSG00000042445	247	203	273	1165	600	658	1473	566	562	217	53	323
ENSG00000042493	275	199	480	1663	619	631	1811	226	341	901	422	638
ENSG00000042753	111	93	195	596	530	355	505	185	218	222	63	160
ENSG00000042781	18	14	9	3	0	3	19	23	21	43	2	74
ENSG00000042813	0	0	0	0	0	1	2	1	0	7	0	5
ENSG00000042832	16	6	8	5	9	5	12	113	50	117	5	132
ENSG00000042980	447	183	389	95	96	44	269	77	103	106	17	192
ENSG00000043039	14	4	27	758	508	952	167	22	29	60	17	10
ENSG00000043093	366	808	582	187	407	510	1612	285	403	749	71	401
ENSG00000043143	211	340	178	290	301	495	370	267	360	337	44	266
ENSG00000043355	3	1	19	3	0	1	3	17	19	4	0	4
ENSG00000043462	411	190	440	183	272	386	399	106	150	333	60	263
ENSG00000043514	112	456	114	196	203	173	299	95	83	198	18	74
ENSG00000043591	4	8	2	8	5	4	5	3	2	8	0	4
ENSG00000044012	0	0	0	0	0	0	1	0	0	5	0	7
ENSG00000044090	192	472	227	496	511	514	650	283	287	413	100	165
ENSG00000044115	898	1332	794	5732	7610	9319	840	1175	1251	793	237	962
ENSG00000044446	164	235	324	534	506	462	333	314	322	192	72	228
ENSG00000044459	132	126	72	90	151	230	157	82	107	305	25	88
ENSG00000044524	23	38	41	41	106	117	98	65	54	41	12	108
ENSG00000044574	1508	3417	2807	29337	25833	92843	10146	2322	2462	6916	1216	2210
ENSG00000046604	431	1766	271	1688	4341	4246	4336	819	803	2646	596	822
ENSG00000046647	73	46	128	339	201	164	146	120	128	78	23	46
ENSG00000046651	457	358	549	721	1248	995	746	419	507	436	137	184
ENSG00000046653	102	130	91	688	1218	1268	47	76	78	144	136	50
ENSG00000046774	1	0	0	0	0	0	3	2	6	17	0	23
ENSG00000046889	194	75	76	180	443	568	118	144	211	76	15	95
ENSG00000047056	188	212	173	290	339	397	601	184	152	158	57	197
ENSG00000047188	412	392	371	390	590	621	334	401	481	225	30	172
ENSG00000047230	226	152	2158	409	330	363	1016	278	435	225	84	352
ENSG00000047249	300	444	120	674	583	604	343	430	267	198	55	307
ENSG00000047315	865	1379	1450	1272	1562	1879	1621	1329	1276	662	349	639
ENSG00000047346	531	467	999	675	747	903	363	491	358	192	33	185
ENSG00000047365	767	417	892	479	1019	1239	444	191	230	407	32	283
ENSG00000047410	1131	2630	1285	1165	1601	2897	2470	1108	1397	1504	355	992
ENSG00000047457	123	904	583	3665	187	455	3947	55	95	270	184	481
ENSG00000047578	150	212	146	253	340	402	392	403	292	212	48	260
ENSG00000047579	81	136	67	176	160	185	146	61	77	112	29	62
ENSG00000047597	5	8	22	28	23	22	22	14	20	22	5	30
ENSG00000047617	27	13	23	33	95	87	20	44	57	74	5	101
ENSG00000047621	176	233	271	130	121	181	255	138	140	227	50	162
ENSG00000047634	158	49	92	321	431	509	207	53	71	141	19	21
ENSG00000047644	507	233	335	675	589	789	729	332	450	657	92	287
ENSG00000047648	33	22	20	81	147	247	64	29	40	26	6	21
ENSG00000047662	107	100	72	79	132	137	107	115	104	44	3	57
ENSG00000047849	1048	1730	904	3019	4328	6099	1286	1463	1101	1101	354	1065
ENSG00000047932	211	377	315	285	398	689	461	244	335	263	93	324
ENSG00000047936	8	2	1	0	0	0	6	3	3	14	1	30
ENSG00000048028	237	250	245	185	226	257	376	112	121	355	74	76
ENSG00000048052	148	84	260	66	166	108	118	78	102	75	52	106
ENSG00000048140	207	106	288	221	200	121	371	273	261	197	108	363
ENSG00000048162	130	135	131	1033	827	872	289	244	194	234	113	151
ENSG00000048342	151	91	115	266	257	388	120	157	127	153	10	146
ENSG00000048392	318	989	388	305	354	438	1212	701	748	187	120	905
ENSG00000048405	320	571	317	411	674	1229	530	257	296	313	68	219
ENSG00000048462	22	46	68	0	1	2	12	4	7	11	2	14
ENSG00000048471	319	268	420	250	469	679	341	253	309	237	129	435
ENSG00000048540	83	31	78	17	16	16	14	47	26	116	1	155
ENSG00000048544	124	318	217	346	263	319	783	165	234	558	78	164
ENSG00000048545	0	0	0	0	1	0	1	1	0	8	0	6
ENSG00000048649	721	510	558	399	969	1539	997	720	597	400	84	476
ENSG00000048707	1443	2315	2368	692	936	1045	2455	1219	1189	1023	287	895
ENSG00000048740	715	177	494	189	547	1036	347	174	297	270	76	250
ENSG00000048828	1012	1437	1201	2212	2323	3438	2563	1555	1454	1042	224	550
ENSG00000048991	244	568	224	300	281	336	203	143	170	345	67	147
ENSG00000049089	26	103	55	370	175	246	325	237	333	142	61	69
ENSG00000049130	328	751	486	796	590	1197	753	589	718	101	28	259
ENSG00000049167	100	200	115	54	75	68	202	167	153	138	16	139
ENSG00000049192	113	26	64	5	26	18	64	77	72	53	8	79
ENSG00000049239	328	338	335	604	814	1178	712	551	578	338	171	271
ENSG00000049245	305	375	371	969	953	1208	1187	602	446	248	119	316
ENSG00000049246	186	84	106	324	227	1010	241	466	395	412	102	288
ENSG00000049247	20	14	22	64	30	186	24	62	31	46	11	47
ENSG00000049249	56	31	75	8	34	25	73	15	15	60	6	59
ENSG00000049283	547	49	112	91	63	57	172	178	198	85	15	31
ENSG00000049323	431	833	398	293	784	1268	1482	252	335	553	142	746
ENSG00000049449	443	237	201	461	825	794	262	142	207	244	120	120
ENSG00000049540	191	23	92	387	818	3323	333	532	1104	1722	150	799
ENSG00000049541	92	169	117	249	195	164	247	109	88	350	35	84
ENSG00000049618	1180	1654	1105	830	1463	2104	1194	725	781	541	242	679
ENSG00000049656	641	556	629	934	850	818	1339	720	506	586	275	401
ENSG00000049759	669	703	204	5138	5815	9098	577	512	503	246	35	300
ENSG00000049768	26	6	12	22	20	21	15	12	15	42	2	42
ENSG00000049769	20	8	13	69	66	47	44	39	36	48	17	71
ENSG00000049860	458	425	610	1273	1250	1320	1487	525	659	666	245	497
ENSG00000049883	62	131	96	51	60	81	133	122	127	114	12	100
ENSG00000050030	49	31	147	9	17	32	10	117	85	19	11	73
ENSG00000050130	165	189	209	177	219	264	615	212	287	157	39	222
ENSG00000050165	255	222	227	1167	1451	3041	721	511	368	186	192	871
ENSG00000050327	54	83	51	1130	687	2151	196	83	97	127	17	72
ENSG00000050344	318	904	367	129	209	122	1146	111	87	283	208	131
ENSG00000050393	175	547	135	522	549	594	486	197	333	344	80	214
ENSG00000050405	859	109	456	2582	2568	4683	1035	614	768	326	72	693
ENSG00000050426	133	288	129	997	695	918	329	168	232	201	25	140
ENSG00000050438	96	28	92	108	61	58	306	258	485	46	8	181
ENSG00000050555	20	2	3	99	281	189	23	25	27	58	4	65
ENSG00000050628	37	5	38	178	197	258	384	73	235	50	11	105
ENSG00000050730	14	7	52	10	84	12	28	7	8	35	2	32
ENSG00000050748	262	259	408	421	511	456	355	376	288	388	86	473
ENSG00000050767	6	9	5	86	75	115	9	12	15	51	5	50
ENSG00000050820	109	131	318	1836	2275	3720	328	163	120	177	67	73
ENSG00000051009	86	101	96	499	480	561	152	79	96	108	48	96
ENSG00000051108	785	1101	1440	3640	5695	16467	700	441	482	580	111	441
ENSG00000051128	22	80	19	102	94	73	111	72	63	131	34	30
ENSG00000051180	40	124	83	35	23	9	123	40	33	72	7	27
ENSG00000051341	158	593	415	6	28	9	265	92	67	267	30	103
ENSG00000051382	342	1013	499	326	370	472	1365	294	351	386	111	316
ENSG00000051523	241	339	427	554	556	302	1378	195	286	480	569	219
ENSG00000051596	24	55	79	69	50	65	30	56	28	113	23	32
ENSG00000051620	220	246	331	704	986	1168	852	359	365	199	164	260
ENSG00000051825	224	469	214	95	117	104	348	157	354	340	22	125
ENSG00000052126	226	387	276	331	527	694	309	218	183	136	28	265
ENSG00000052344	195	141	233	1972	6144	8453	855	716	431	288	175	272
ENSG00000052723	290	575	337	178	270	364	575	273	248	509	95	181
ENSG00000052749	108	310	148	991	1810	1538	365	128	139	161	27	124
ENSG00000052795	646	271	350	385	1050	1635	274	125	161	204	48	344
ENSG00000052802	316	159	251	2079	2294	2025	695	282	270	217	85	227
ENSG00000052841	497	870	723	1060	1177	1366	1328	482	479	657	206	250
ENSG00000052850	12	104	5	47	209	287	8	12	17	284	2	11
ENSG00000053108	30	33	3	18	18	9	12	20	17	25	1	56
ENSG00000053254	592	497	500	420	1185	1898	644	342	534	536	156	603
ENSG00000053328	25	2	9	22	70	51	5	8	10	13	1	26
ENSG00000053371	71	89	103	457	311	202	234	105	65	74	17	48
ENSG00000053372	70	186	61	405	503	494	385	172	127	110	73	79
ENSG00000053438	14	39	11	60	37	47	24	15	7	15	4	8
ENSG00000053501	18	79	36	277	230	158	147	67	73	129	25	62
ENSG00000053524	78	77	46	100	365	500	148	23	36	150	8	154
ENSG00000053702	18	25	7	87	105	136	23	25	41	54	4	46
ENSG00000053747	144	50	92	1644	3653	7491	59	2167	902	354	25	142
ENSG00000053770	248	262	304	249	338	284	517	205	233	326	41	312
ENSG00000053900	240	291	236	212	236	194	149	187	196	165	28	102
ENSG00000053918	27	17	24	157	60	74	28	26	28	21	16	23
ENSG00000054116	174	159	177	709	569	423	787	296	291	318	71	179
ENSG00000054118	849	705	748	1293	1888	2085	2167	1074	1008	1271	197	690
ENSG00000054148	39	63	53	451	273	195	227	274	162	140	71	64
ENSG00000054179	4	40	14	298	204	194	21	7	11	31	1	6
ENSG00000054219	72	71	61	74	75	190	65	20	41	133	29	40
ENSG00000054267	1002	883	584	830	1239	2080	944	586	498	749	168	611
ENSG00000054277	78	62	126	177	226	232	453	56	63	99	88	121
ENSG00000054282	162	612	193	283	312	334	575	222	176	277	87	124
ENSG00000054356	3	0	0	22	140	44	6	7	15	23	0	27
ENSG00000054392	55	57	28	134	119	166	165	145	197	79	25	165
ENSG00000054523	660	1099	719	1092	2410	2736	1451	855	736	869	267	607
ENSG00000054598	31	753	29	846	655	1677	138	21	42	255	84	14
ENSG00000054611	148	174	126	280	259	199	274	119	148	124	41	78
ENSG00000054654	2704	3721	3445	1268	2673	2888	1698	1305	1894	4540	225	1441
ENSG00000054690	39	219	89	250	314	350	59	77	77	92	8	87
ENSG00000054793	619	2651	816	600	690	1008	3928	3104	2403	1482	257	1727
ENSG00000054796	0	0	0	0	0	0	1	0	2	6	0	3
ENSG00000054803	2	1	0	11	6	6	1	13	6	6	0	18
ENSG00000054938	8	4	0	66	19	7	27	8	9	76	1	43
ENSG00000054965	374	401	404	860	987	1436	790	277	340	231	78	357
ENSG00000054967	101	46	105	272	616	734	157	36	58	49	24	57
ENSG00000054983	211	115	185	278	352	497	601	127	236	215	288	261
ENSG00000055044	398	977	452	1723	1193	1244	1193	454	417	658	102	319
ENSG00000055070	457	534	570	1835	2099	2364	1729	546	495	688	221	397
ENSG00000055118	3	23	3	10	9	7	7	9	9	48	3	11
ENSG00000055130	453	1233	529	617	1015	1218	588	369	384	692	114	381
ENSG00000055147	126	106	170	162	175	232	345	139	211	116	33	111
ENSG00000055163	283	67	208	193	137	152	100	117	84	121	9	144
ENSG00000055208	608	691	1292	1879	2504	4009	1465	416	557	367	201	723
ENSG00000055211	109	129	308	495	796	762	1386	307	460	147	142	280
ENSG00000055332	1350	1260	1227	477	775	924	5463	1057	1235	2952	308	1636
ENSG00000055483	263	372	185	1048	2071	1945	374	298	277	298	60	110
ENSG00000055609	2376	6315	3100	1107	2601	2689	1060	1488	1689	2226	335	1535
ENSG00000055732	37	9	76	43	45	71	56	45	46	73	3	21
ENSG00000055813	5	0	6	13	26	32	23	8	10	10	1	9
ENSG00000055917	1613	2239	1918	1102	2411	3444	2965	1363	1676	1462	175	1253
ENSG00000055950	64	82	141	394	362	248	370	173	188	84	50	96
ENSG00000055955	2	1	1	2	3	2	5	1	1	3	0	5
ENSG00000055957	2	0	0	1	1	1	8	14	12	22	0	51
ENSG00000056050	67	86	76	105	84	84	166	84	69	131	13	74
ENSG00000056097	981	1770	773	1204	1718	2417	1203	698	626	861	239	624
ENSG00000056277	67	160	69	20	34	48	99	49	87	101	20	39
ENSG00000056291	1	41	0	14	21	5	3	2	6	5	0	24
ENSG00000056487	0	1	0	3	13	24	7	27	9	33	1	21
ENSG00000056558	227	80	179	278	548	249	158	71	84	166	29	86
